プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
7日目,神父ジムゾン,人狼,村長さん襲撃ですか…アルさんかと思ってたのでびっくりです。で、妙兵真ならオトさんがLW…ほんとに？なんだか信じられません。どうやったら勝てるのか。と、言うよりリザさんとオトさんの発言を見て、かなりやる気をなくしてるボクがいます。いきなり、決めうちですか…。残念？ですが、ボクは人狼ではないですよ。でもあまりに聞いてもらえなそうであれば、諦めちゃうかもです。そんなことはしたくないですが、脱力。
7日目,仕立て屋エルナ,村人,村長が・・・なんかさみしいね。アルビンはよろしく頼む。意見は行けるところで出していこうと思う。今日は吊が重要なのでそこらへんもよろしく頼む。墓下に行ったみんなもお疲れ様だ。
7日目,神父ジムゾン,人狼,むしろ占って欲しかった。皆さんが思考停止するなら、ボクに止めるすべはないかもです。頭冷やしながら寝て来ます。おやすみなさい。村長さん、ありがとうございました。ペタさんもおつかれさまでした。
7日目,行商人アルビン,村人,寝る寝る詐欺。村長>>1113の通り、今日は決め打ちの日。僕の▼希望決まってるけど、村長の真似してみんなの希望を見てからにしようかな。独断で【仮決定22：15／本決定時間22：45】【シモンor灰吊り】エルナ＞よろしくだよー。リーザ、オットー＞2人ともジムゾン決め打ち！？思考停止は真っ黒要素です！じゃあ、僕はジム白要素探そう。だって、ジム大好きだからー。ジムゾン＞一緒にがんばろう！
7日目,仕立て屋エルナ,村人,リザ>>ここで決め打ちはきけんだよ。私が言うのもなんだが、あんたが真なら最後まで狼を探してほしいよ。一度発言を全部読みなおすかね。その前に寝るが。ここが気合の入れどころだ
7日目,負傷兵シモン,狩人,うおおおおおおお・・・灰考察しようとしたら寝落ちしていただと・・・。エルナ白だと・・・。ジムゾンかオットー。ここまで残るともうどっちがLWかわからん。リズはジムゾン決め打ちか。ジムゾンの>>1302はなんだか微妙だな。オットーがジムゾンLW決め打つのは当然だろう。リズに決め打たれただけでこの反応になるか？最初のヨアみたいな演技感を感じてしまう。
7日目,負傷兵シモン,狩人,皆さんが思考停止？アルビンとエルナは決め打ってないよ。俺だって思考止まってない。もし村人ならオットーの黒要素と自分の白要素を頑張って探す所だよ。俺のやることは俺たちが真だって説得することか。状況証拠並べる。(俺が狼だとしたら)初日に護衛の可能性が高い狂人リズを襲撃して真のヨアを襲わないのはない。パメラが狩人COした後に俺が対抗するのも微妙。
7日目,負傷兵シモン,狩人,あー。オットーとジムゾンのログ見ようと思って最初にオットー見てるんだが白すぎる。まず俺たち真を決め打ってる感じなのが白い。今日になってもまだそれを変えていないっぽい>>1299。これは狼だったら出来ないだろう。俺達真決め打つってことは今日灰吊って明日も灰吊るってこと。狼だったら100％負けるルート。どう考えても白い・・・。
7日目,負傷兵シモン,狩人,皆に提案というか質問というか。今日俺か灰吊りか選ぶわけだが、今日灰吊るなら明日も灰吊りにしてくれないか。つまり今日【俺たちの真を決め打って灰二人を吊る】or【俺LWと見て俺吊る】かを決めてほしい。オットー、エルナ、ジムゾン、アルビンはそのつもりで今日俺か灰のどちらを吊るか希望を出してほしい。
7日目,少女リーザ,占い師,おはよう。＜取り敢えずこれだけ言おうかな。>>1301商前から占いたかったのは店員さんだったけど、今日エルナお姉ちゃんにした訳は、リズの自信がなかったからなの。ライン察の結果は神、襲撃先からは屋LWかもって思ったけど、確信にはならなかったから。皆が占って欲しい所にしようかなって、思ったの。>>1305商屋の神ＬＷ決め打ちは、妙真と踏んでいるなら当然だよ。だって屋視点で残り灰は神だから。＞
7日目,少女リーザ,占い師,＜神LW決め打ちって言ったのは、昨日の灰考察参照。ラインから見ると神が一番黒いし、屋が白すぎるから。・・・ただ、ここまで妙兵残して最終日黒出ても生き残った白確定を言いくるめられそうなのは屋だってことも事実なのー。襲撃先から屋狼の場合もかなり高いけど、これくらいの偽装は出来そうだし。一応考え直しはするよ。リズとしては今日▼神で続いたら▼屋にしても大丈夫・・・というか、灰さえ吊れればＬＷ吊れるの。＞
7日目,少女リーザ,占い師,＜もう一個だけ補足。>>1259長には完全同意してるの。屋占って白だと灰吊りの場合困るかなって思ったの。どっち道ロラっちゃえば同じだけど。昨日の商占いはリズの完璧ロックかかってたけどね・・・。あと、ほぼ神ＬＷと思ってはいても、屋ＬＷも捨てきってない事だけは信じて欲しいの。リズだって、店員さんの事好きだよ。でも、もうＬＷ候補は絞っちゃったの。＞
7日目,神父ジムゾン,人狼,おはようございます。今日も元気にスマイルマートに働きに来ていますよ。とうとうあと２日でイブだなんて悪夢のようです。まあその前に死にそうですけどね！アハハッ♪・・・夜はすみませんでした、ちょっとモチベーションが下がってました。でもおそらく皆さんボクの立場になってみたら気持ちが分かることでしょう。んであのリアクションを演技と言われるともう切なくてロンリネスが止まらないのであんまり考えないことにしました
7日目,神父ジムゾン,人狼,まあ、つまり、落ち込んだこともあったけど、ジムは元気です、ってことです。しかし、なんでここに来て村長襲撃？と思っていたけれど、現状を見るにナルホドと思うとこもありますね。苦しいのは、正直LW＝オトさんと思うのが難しい、でも、妙兵も偽と思うのが難しい、という点です。まあでも、ボクの義務として、どんだけ疑われようと今日は両方の可能性を探ります。日中は働いているので、また夕方以降に。では後程。
7日目,少女リーザ,占い師,<鳩さんから。今日はちょっと箱の前に着くのが遅くなりそうなの・・・箱についたら、襲撃先から見た屋or神LWの場合を言うね。>
7日目,行商人アルビン,村人,おはよう！リーザ＞●エルの理由を教えてくれてありがとう。でも、村長は黒狙いしてって言ってたのにー。エルナ票が多いって言っても第2希望ばっかり>>1295だよー。●パメを決断したリザとは思えないよー。シモン☆>>1310「今日灰吊るなら明日も灰吊りにしてくれないか」について。いやだよー！もし灰吊りで続いたら、明日は残った灰の人とシモンを比べて考えたいよ。RPPを実質PPにしたいの？
7日目,仕立て屋エルナ,村人,鳩からシモン>>残念だが今日灰吊りで明日も灰吊りと決め打つのはなしだ。今日明日それぞれの発言を見るよ。ジムゾン>>占われたかったって気持ちはわかるよ。私もいっそのことリーザに占われて黒だしされた方が楽だとか考えていたし。お互い頑張ろうじゃないか
7日目,行商人アルビン,村人,ジムゾン>>1281うん、ありがとう。エピで笑い合おうね！ジムたちの発言読むよー。僕>>1279>>1289の通り、100％リザ真とは思ってないからね！ところで、昨日のペタ>>1252>>1258も、今日のシモンもどうしたの？とにかく黒吊れれば終わりだよ。まるで黒を引きたくないみたいだねって言ってみる。リーザとシモンが朝いたから僕の▼希望出すよー。【▼シモン希望】！理由は次に書くよー
7日目,行商人アルビン,村人,今日はリーザから白出たら【▼シモン】希望しようと思ってた。ここからリザ真前提で話す100％勝利はなくなる。でも、▼シモで明日が来ればリザ偽のケースは考えなくてすむ。灰2人の精査でいける。1d3d6d●▼希望なし。6d2発言のシモを真狩と決め打つのも怖い。みんな忙しいよ。時間割いて発言してるオトとジムを、シモより先に吊りたいとは絶対に思わない。LWは毎日1人でがんぱってくれてる。LWに敬意！
7日目,行商人アルビン,村人,4dの状況でもたくさん発言してくれたヨアパメのこともある。ここからリザ偽前提で話す。▼灰で明日はRPP。▼シモならエピ。●パメ以降ずっと白出し。黒出したら、ご主人様が▼される。狂人の仕事にも見える。あと、僕はジム超ロックオンだから残されたんじゃないの？って疑ってるよー。クララ>>236「白狼に負けても悔いは残らないけど、寡黙狼が好きじゃない」は完全に同意。だから、シモLWならすごく悔しい。
7日目,行商人アルビン,村人,今日、リザシモが最初にしたことが、明日も▼灰主張。LWさがしより、ずっと必死に感じるよー。シモン真狩で【▼シモン】しても明日は来る。オトジムなら、がんばってたくさん話してくれるだろうから、白黒見極められる可能性はまだ高い。シモン偽ならエピ。色々まわりくどく書いたけど、▼灰よりこっちを押したいよ！もし▼シモで明日が来たら、ジャンピング土下座！リザシモにきつい言葉を出したことにも土下座！
7日目,負傷兵シモン,狩人,鳩。>>1317そうか。あれは個人的な都合もあった提案だから、皆が嫌なら無理にとは言わないよ。100%勝てるルートか(灰２回)、50%勝てるルート(俺→灰)に絞りたかったんだ。今日1/3、明日1/2でしか勝てない今のままよりは良いかな、と。RPPをPPに、か。そういう見方もあるな…。今日決め打つのも明日決め打つのも変わらないと思うんだけどな。俺の今までの発言を見て狼か狩人か判断してほしい。
7日目,仕立て屋エルナ,村人,昨日からペタに違和感があるんだよな。私は別としてアルやオットー、ジムゾンに村長と論客が沢山いるこの村で、最終日に白確が黒に丸め込められるんじゃないかって危惧。それによってシモン吊りを拒否。ペタ真なら当たり前かも知れんがやはり村視点で考えて微妙だ。さらにGJによる吊り手増加などかなり博打な手段をとろうとしていた。今までのペタと合わない気がしたんだ
7日目,負傷兵シモン,狩人,エルナも反対か。二人に反対されたならあの提案は無しでいい。アルビンには俺が狼に見えるんだな。土下座なんてしなくていいよ。そう思わせたのは俺だから。遠征から帰ったら二人の発言と全ログ読んでどっちがLWか考える。
7日目,仕立て屋エルナ,村人,もしシモンが狼で狩人を何故騙ったかの理由を考えるとリザからの黒誤爆を恐れてってのと、リザにLWを教えるってのがしっくりくる。吊られやすいがあのときの状況を考えたら、シモンが襲撃されなくても違和感はない状況だった。だからうまくやれば尼素白いのも相まってペタシモどちらかを決め打ってもらえるかもしれないだろう。ヨアヒム襲撃は敢えて悪手を打つことでの印象づけとも取れる。
7日目,仕立て屋エルナ,村人,ここまでかいて私も今日は【▼シモンを希望する】安全策だから、ではなく前述の通り黒いと思える要素はあるわけで。尼の素白さにかなり振り回されているが、それを抜いて考えてみた。それじゃあ席を離れる
7日目,行商人アルビン,村人,シモン☆>>1323お返事ありがとうだよ。でも、僕の>>1321後半はシモンの都合を無視した自分勝手な意見だった。ごめん。僕もシモ狩人COにメリットがないか考えてみた3d：狂リザ視点片黒出さないと4d狼霊騙ペタ▼ロラ予定。パメ片黒で狩CO。ここで全員非狩COだとヨア真ほぼ確定。もう1回占できることも確定。リザ陣営で大きい発言力のあるペタ偽確定。リザ偽確定。シモ1d2d▼票あり吊近い。
7日目,行商人アルビン,村人,シモ狩COしかないと思った。パメ狩確定したら青娘長　|　屋服商神　|　者旅兵　|　年妙4d：▼残り5手。護衛暦から妙狂確定放置。▼年▲娘●者or兵or旅（屋服書商は比較的白枠。この3人の可能性高い）5d：●兵なら黒で終了。▲青で、この日もおそらく▼●者兵旅の誰か6d：青襲撃。▼残り3手。▼者兵旅の残りにこれで終わらなければ青偽確定。でも、白枠まで▼はまわせる。離脱！
7日目,少女リーザ,占い師,＜ただいま。思ったよりも早く帰ってこれたの。・・・あぅぅぅ・・・やっぱりそうなるよねえ・・・アルビンおじちゃんにもエルナお姉ちゃんにも信じてもらえないのは悲しいの・・・『いきなり登場です。リーザ母でございます。アルビン様、貴方のその発言により、お返しの内容が三倍になりました事を、心よりお伝えいたします。』娘を占えたのはほんとーにラッキーだったから、昨日自信なかったってのは本当なのー。＞
7日目,行商人アルビン,村人,リーザ＞3倍返しでいいの！？100倍位返されるかと。いえ、冗談です。本当に僕の発言は反省の必要あり！が多いので1000倍返しでも受けます。それでね、僕が勝手に疑心暗鬼になってるだけだよ。リザたちの発言はちゃんと見るから大丈夫！●先のセットもよろしくねー！つ［カレーライス］>>1319　商　7d17:01　▼兵>>1327　服　7d17:36　▼兵残り、神屋兵妙今度こそ、離脱！＠10
7日目,パン屋オットー,村人,>>1305ジムゾンが(アルビンと)幸せなクリスマスを送れそうで、安心したよ。ウェディングケーキはちゃんと作るからね～、ハハッ♪アルビンに怒られたので、手数計算やってみたり。◆妙年尼‐兵これは100％無いって言い切れるなぁ。・リデル残して2騙りはさすがに色々と無い。灰1人はリデル嫌がるだろ。・シモン狂も無い。パメが狩でなければ、COも出来ず潜伏する羽目になっていたわけで。
7日目,パン屋オットー,村人,騙りの仕事もせず、寡黙吊り危機レベルの狂人なんていりません、仕事しろｗ◆年兵尼−妙ブレーンはペタ。今日シモン吊ればエピるパターン。・リズは今日黒出しても良いはず。むしろ今日黒出さないとシモン吊られる可能性高い。ただ今日偽黒吊り→明日になった場合、お子様偽確定で明日確実RPP。白出しで灰吊り2回してもらった方が確実に勝てるから、ランダム好き嫌いにもよるけど。僕はあんまり好きじゃないし。
7日目,少女リーザ,占い師,＜リズずっと考えてたの。どうして5d▲青にしたのかなーって。この襲撃は、屋狼と仮定すると、必要のない事だって結論に至ったの。4dでは占霊狩生存で白１灰６狂１狼１。もしここで狩→占と襲撃しちゃえば、ＬＷにツモられない限りは残り５灰で隠れ蓑が沢山ある上にＲＰＰに持ち込める余裕ができるの。まあ、これは皆分かってるよね。たとえ途中で狂人さんが吊られたとしても、逃げ切れればどうってことないからこっちの方が確
7日目,パン屋オットー,村人,・そもそもペタ吊り押しの村長を残しておくのか？昨日ペタ吊る前に、リズが偽黒出ししておけば、先に黒吊りになる可能性も有って、RPPに持ち込めた（好みだけどさ）霊ロラを一番主張していたのは村長だし、白確なのだからさっさと食える。ペタ狼なら、前も言ったけどさっさと青襲撃→襲撃成功すれば死んだ青に繋いで1-2リズ切り。失敗すれば今回通りの2-2ライン、の方が楽だと思うんだ。妙狂はあまり無いかな。
7日目,少女リーザ,占い師,実とは言えないけど、勝ちやすいと思うの。つまりはこうね。4d占霊狩白灰灰灰灰灰狼狂5d占霊白灰灰灰灰灰狂6d霊白灰灰灰灰狂7d白灰灰灰灰8d灰灰灰灰一切灰襲撃を挟まなくていいし、占われる事もないから吊り以外でＬＷが分かる事はないの。・・・で、ここで重要なのは、>>1252年>>1259長の「屋は占って黒が出ない限り吊れない」って事。旅は占っちゃって無理だったけどＳＧにもってけそうな者（
7日目,少女リーザ,占い師,酷いこと言っちゃてごめんね）がいたし、周囲からも「ほぼ最白」判断。色々考えてみたけど、灰の殴り合いになったって吊られる事はほとんどないはず。それが逆に怖いけど。もしＬＷが屋なら、占い師が怖くて仕方ないはずなの。兵襲撃しちゃうと娘羊が狼だってバレるリスクはあるけど、ここまで来て黒い所がほとんどない屋なら、こんな博打めいた事をしなくたって十分勝ち目はあるはずなの。むしろ、占い師が自分を占って黒を引く確
7日目,少女リーザ,占い師,率が上がる分、危ないの。・・・結局占えなかったけど・・・それはともかく、>>1269長からも、灰の殴り合いになったって屋は吊れないって可能性はものすごく高いの。それだったら、なにもわざわざ自分がギリギリになる状況に持ってこなくてもいいよね？それに対して神は、もし灰の殴り合いになったら吊られる可能性が、屋よりちょっとだけ高いの。あくまでちょっとだけだけど。もし長が生き残ってたら、確実に吊られてただ
7日目,少女リーザ,占い師,ろうけど、その前に長襲撃されてたかもね。でもここでの最後の壁は、3d司襲撃なんだよね。司は残しとくと厄介そうだからだったのかなぁ。司のスキル的にどんどん白くなりそうだったし、白狼の可能性にも触れて考え直してたから。・・・んー、でも屋狼なら司襲撃するメリットは無いような気がするのー。だって司から白決め打てそうって言われてるし。この時点で味方になりそうな司襲撃とか多分ないのー。娘が占われたことは想
7日目,少女リーザ,占い師,定外だったろうし・・・まあでも司は娘白視もしてたからこれは微妙なんだよね・・・この日は３狼とも生き残ってたし。>>848羊はライン切りじゃなさそうないのも屋ＬＷなさげっぽい理由の一つなの。またもやごちゃごちゃしすぎの考察なのー。昨日に続いて読みにくくてごめんね・・・あくまで推測にしか過ぎないし、多分穴があると思うから、あってるかどうかは分かんないの。間違ってたらすごーく恥ずかしいの・・・でも
7日目,少女リーザ,占い師,屋狼だったら負けても仕方ないかなって思っちゃうの。リズの一番の失敗は、昨日の時点で占いたい所を占わなかった事だよ。このせいで、皆に迷惑かけちゃうし・・ごめんね、本当にごめんね。素直に店員さん占っておけばよかった。後悔しかしてないの。後悔しても仕方ないけど。・・・でも、もういいの。限りなくＬＷさんを追い詰められたし、明日になれば、皆リズ達が本物だって分かってくれるから。＞
7日目,負傷兵シモン,狩人,>>1329リズ偽前提として。初日にヨア真透けたのにわざわざリズを襲撃する意味についてはどう考える？護衛の可能性が高い狂を襲撃して真を放置するか？そこ噛むくらいなら狩人探すだろ。なんで俺が狼視点の話しなきゃいけないんだ。ヨア偽だろうどう見ても！ペーター最初から真だっただろう！尼年兵が狼だったら俺が霊か占い騙ってるわああああ。
7日目,パン屋オットー,村人,◆妙兵尼‐年ブレーンはリズ。今一番危険なパターンで、シモン吊らないと明日RPP。一度皆でリズ狼は無い、を決め打ってしまっただけに。ヨア食いなんてやっても余裕なのがここ。というか何しても余裕ポジ。・その代わり今日シモン吊ってもリズが食われなければ、確実にここ狼決定だと思われる。・ただ初回犠牲無し、護衛リズ×2って言うのが状況。初回空襲撃なんてまずあり得ないパターンだし。
7日目,パン屋オットー,村人,・初回占、フリーデルに白出したのは何故？ペタなら空気読んでくれそうだが、ゆーてどちらが狂かわからないわけで、そこで下手すると2-1になって終わる。フリに自力で黒解消出来る力が有る感じでもなく（あったけど）、1dはヨアに信頼傾いてたのに、そんな危険な事出来るかな。初回襲撃以降も（何でクララ食ったしｗ）とか有るけど、少なくともヨア食いに対してまともに説明つくのはここだけ。でも、状況が微妙だ。
7日目,パン屋オットー,村人,◆羊娘神−青お子様真の場合、僕視点ここ確定ｗこれまでの襲撃は完全に、お子様ラインを偽視させて吊らせる事を目的としてる。ヨア食うなんて博打打ちすぎだけど、不安煽るのは本当に上手く行ってる。だからこのままなら、明日シモン吊ってもリズ食われないと思ってる。何故リズを食わない？→狼だから食えなかったのでは？って発想に至れば、勝負は少し楽になる。村視点でリズ狼の可能性が増えるから。
7日目,パン屋オットー,村人,狼はかなり勝負に出てる。ヨア食ってRPPの可能性も消してでも、リズ偽＆狼を押すつもりで居るよ。でもさ、お子様ラインを強く偽視出来ない。彼らもちょこちょこ謎の黒要素っぽいのは出てくるけれど、それでも状況要素が強すぎて。それに下手に疑い掛けると、昨日のアルみたいに占われる。明日リズがどういう判定落とすにしろ、ジム黒かオト白の判定が出れば、黒出されたジムからは正当にリズ偽を押せる。
7日目,パン屋オットー,村人,今まで真視強かったし、リズから偽判定が出た！でないとお子様ラインを真っ向から疑えないし反論出来ないんだ。むしろリズからの黒出しは良い口実になるんじゃないかな。吊りシモンでリズ食いなら、もうジムゾンLW確定。それはそれで僕としてはむしろリズ疑わなくて良いのだから、楽。でもそうならない可能性も高いと思ってる。そしてリズ狼であっても、より白視されてて、しかもお子様真視の僕に黒は出さないと思う。
7日目,パン屋オットー,村人,だから、今日シモンを吊っても、僕は明日またリズは真か狼か、そしてそのままライン戦で悩む事になる可能性が高い。だったら、決め打ちは今日でも明日でも同じなんだ。ならば僕は、今までの発言の通り、お子様決め打つよ。発言ちょこちょこと黒いのは承知の上で、それでも状況要素が強すぎるから。理由は過去の読んでｗだから今日は、ジムゾンLWとして【▼ジムゾン】を希望するね。以上、超僕視点からの発言～。
7日目,パン屋オットー,村人,ちょっと疲れたので、休憩タイム。そういえば墓下の人達に何も言ってなかった。間違って吊った人、ごめんね。襲撃された人はお疲れ様～。お供え物　つ【フリーデニッシュ】【カタリナッツのパンケーキ】【クラ・ラ・フランス（果物とか言うな）】【ぱめらめらめら（肉食系女子で良いじゃない！）】【『肉食系男子』の看板】【ディータルト】【肥料と腐葉土】【ぺた焼き】【ヴァルタコ焼き】おまけ【アルビンビール】
7日目,行商人アルビン,村人,リーザ>>1341今日もいじめたけど、占い師って大変だよね。黒引けないと疑われて。黒引けても本当か疑われて。特に自由占いは毎日プレッシャーだったと思う。エルナ白確定はよかったよー。うれしいよ。ありがとうだよ！シモン>>1342あー、そうかー。初回襲撃筋が変かー。オットー>>1345　5d「リザ人間決め打ち」だから「灰吊り」になってる。そのこともあってリザ狼はあまり考えられないよー。
7日目,神父ジムゾン,人狼,ただいま戻りました！取り急ぎ今から議事録読んで１ｄから見返してきます。出来る限り２２時までにはちゃんと話を終わらせたいと思っておりますが途中でも希望だけは間に合うようにします。オトさん、ビールいただきます、ありがとうございます。では、しゅわっち。
7日目,負傷兵シモン,狩人,こんな時に済まないが予定が狂った・・・。今日もう発言できないかもしれない。発言精査等出来なかったが、印象は変わらない。▼ジムゾン。オットーの>>1332～の考察、初期からの灰との絡み方、ブラフのかけ方等見てると狼にはどうしても思えない。ここLWだったらもう負けを認める。投票して離脱する。最後まであまり話せなくてすまなかった。
7日目,神父ジムゾン,人狼,時間厳しいですね。明日なら１日大丈夫なのですが、ボク吊られたらボクには明日ないですから切ないとこです。では、まず希望より。【▼シモさん】を希望します。これは今のところ、見返した中で妙兵偽の可能性が屋ＬＷの可能性より高いと見てのことです。いまだにどちらも「ほんとに？」という気持ちがあるのですが、どちらかが事実なのは確かなので、雑感を含め探してきました＠現在進行中。
7日目,神父ジムゾン,人狼,一番気になったのは、昨日～今日の発言＆村の流れです。妙兵年（今のところ妙＝狂の可能性が高いと見てます）が狼陣営だった場合、昨日今日の流れを見ても、ブレーンは年だったのではないかと思います。6d>>1214、>>1221、>>1224、>>1225、さらに時間を置いて>>1226の年発言。実に５発言を使ってペタさんは7d灰吊りを村長に訴えかけています。
7日目,神父ジムゾン,人狼,しかし、>>1254などで村長はそれを否定、そして村長の意見はこれまでほぼそのまま村の決定でした。そして村長の襲撃、今日の妙>>1298、>>1300、そして兵の>>1310がかなり印象的でした。今日の夜明け直後からリザさんはボクＬＷにすると言い「今日はもう考察しなくていいかな」とまで言われたことにボクはブロークンハートしてしまうわけなのですが、
7日目,神父ジムゾン,人狼,コレ、今考えるとボクを吊るのが目的でなく、兵吊りを避けることが最大の目的だったように見えます。なぜなら、今日この状況で灰吊られるなら誰がどう考えてもオトさんよりボク。一番灰の中で票が集中するのは間違いないから吊り易いはずです。実際、昨日今日と妙年兵が口にしていたのは、灰内のＬＷを探すことより兵吊をしないこと。読み返してみて違和感を感じました。
7日目,少女リーザ,占い師,>>1332屋う・・・ウェディングとかあげちゃいーやーなーのーっ！・・・でも、てんいんさんがＬＷさんだと思ってるリズが言っちゃいけないよねえ・・・>>1348屋・・・ありがとう。もう、オットーさんがＬＷさんだったら、リズは喰べられちゃってもおこらないよ。
7日目,神父ジムゾン,人狼,特に兵>>1310の提案はあまりにも村視点がなさ過ぎです。もう１つ村視点に感じなかったのは、兵の>>1309。オトさんが白すぎる理由が「俺達を真決め打ってて今日もそれを変えてない」。何故これが白要素なんでしょう。兵妙が真だとしてそれを知ってるのは本人達だけのはず。決め打ち出来る灰は白いですか？ボクはここまで来た状況の中で決めうちできる事を必ずしも白いとは思えません。
7日目,神父ジムゾン,人狼,村人だからこそ答えが分からないから迷うのではないか、迷うべきではないかと思うからです。そういう意味ではオトさんの決めうちも怖いですが、>>1332からの考察を見て現状、兵屋で比べたら兵のほうが黒寄りと思いました。そう考えると村長襲撃がしっくり来る気がしました。アルさんを残した方が絶対ボクを吊ると思っていたでしょうし、村長は兵吊りを促した可能性がありましたから。
7日目,神父ジムゾン,人狼,＜年兵尼妙陣営について＞初回襲撃に関してはかなり難しいです。妙真寄りに見られてたんだから襲撃予想できたはずだしという声もありましたが、1d～2dを見返してみると、実は尼黒出しした2dですら青真寄りは少なくないんですね。しかもすでに尼が黒出しされておりパンダ吊りされるのは確実。仲間狼1匹削られる中、狂喰いで一気に青偽と見てもらう作戦を取ろうとした可能性はもしかしてあるかなと思いました。
7日目,行商人アルビン,村人,>>1319　商　7d17:01　▼兵>>1327　服　7d17:36　▼兵>>1348　屋　7d19:40　▼神>>1352　兵　7d20:47　▼神>>1353　神　7d21:15　▼兵残り、妙エルナ★村長>>1275「▼兵灰のどちらが良いか他の確定白と灰の意見聞いて決める」だから、ランダム避けて白2票灰1票の▼シモしたいのが本音。エルナはどうしたいかなシモン＞お疲れ様だよー
7日目,少女リーザ,占い師,＜・・・あ、リズそういえば吊り先出してなかったね。言わなくても分かると思うんだけどなあ・・・もちろん、【▼神】だよ。ここでシモンお兄ちゃん吊るとか、リズからしたらあり得ないからね。＞
7日目,パン屋オットー,村人,◆ジムゾン黒要素ってのがこれまた…。>>1284には色々書いてるけど。>>471>>711のパメ庇い付近。まさか占われるとは思ってないだろうから、好印象の伏線撒きかな。>>1229ここで吊られれば、ピリオドの向こう側（目指すはエピ）へ行けるよ？どう？…シモン狼でなければね！>>1309についての反論>>1358だけど、シモン視点それは僕白視するしか無いよ。お子様決め打ち＝灰ロラだし。
7日目,仕立て屋エルナ,村人,返事が遅くなってすまない。アル>>私もシモン吊りを希望しているのでそちらでかまわない
7日目,パン屋オットー,村人,あーもうこのジムゾンのふらつきっぷりが狼に見えない！というかやっぱり誰が狼でも襲撃どういうことなの！？ランダム？>>1359には一言。迷ったよ、すっげー迷ったよ！それで決め打ったの～。本決定がシモン吊りでも反対はしないよ～。狼0％とは言い切れないし、明日のリズの占い結果を見れる（多分僕に黒は出ないけど）のも大きいし。それを理解した上で、それでもジムゾン押すよって事。
7日目,神父ジムゾン,人狼,（すみません発言まとめるのに時間がかかってます。）残る2狼は信用勝ち取れそうでしたし。そういや>>424で「青発言は演技臭い」流れを作ったのもシモさんでしたね。あと見返していて>>649が、ブラフを含んでいたにしてもGJ出せた狩人に見えづらいように感じたり。>>667等は狩人ぽいかなと思ったりもしたんですが。
7日目,行商人アルビン,村人,>>1319　商　7d17:01　▼兵>>1327　服　7d17:36　▼兵>>1348　屋　7d19:40　▼神>>1352　兵　7d20:47　▼神>>1353　神　7d21:15　▼兵>>1362　妙　7d21:59　▼神リーザ＞うん、誰希望かはわかってたよー。
7日目,行商人アルビン,村人,エルナ＞返事ありがとう。【仮決定▼シモン】今日は、シモンリーザの▼希望は参考票に近い形になるのはしかたないかと。村長>>1275も参考にしてねー。
7日目,少女リーザ,占い師,＜【本決定確認したよ。セットも済ませたの。】やっぱりそうなるよね。もういいや。明日になったら全部分かるから。明日になったら、リズいなくなってるから。・・・守ってあげられなくて、ごめんね。シモンお兄ちゃん。アルビンおじちゃん、独り言で、大嫌いって言っちゃってごめんね。・・・吊り先、変えたほうがいいのかな・・・遺言のつもりでそのまんまでもいいかな・・・？＞
7日目,神父ジムゾン,人狼,>>695の年発言とか見ると（この時点ではもっと村側視点がある）やはり6dの年対長の会話違和感です。>>737兵は襲撃考察避けてと言いながら年にだけつっこんでるのがライン切りと見えなくもないですね（これはこじつけ気味ですね）。>>831年対長に「妙真決め打ちは村勝利のために必須」の理由が「ライン戦じゃないと」なのが説得力が薄いように感じます。
7日目,神父ジムゾン,人狼,こうしてみると案外これまでボク自身決め打ちしてて目を開いてなかったのかなと思いますね。>>879霊ロラ拒否発言も含め、ペタさんには村全体の進行を動かそうという発言が案外多かったんですね。そしてやはり、兵>>1045が気になりますね。【仮決定了解しました。▼シモさんセットしました】
7日目,神父ジムゾン,人狼,＜娘羊屋青陣営のこと＞うーん難しい。屋の占真贋は2d「決めかねる」なんですよね。序盤から発言力・影響力があったオトさんなら守護先を妙から外そうとした可能性があるかも。その後は決め打ち路線ですからね。今日の兵妙の様子を見ても、もし彼らが真なら真を一直線に信じることがどれほど白印象を残すか分かる気がします。
7日目,行商人アルビン,村人,【本決定▼シモン】指差し確認をお願いするよー。リーザ＞僕のこと大嫌いなの当たり前だよ。謝る必要ないよ。ひどいことしてると思うから。リーザ真なら100％勝てる道を潰したんだから。明日があれば、リーザ真確定の情報が増える。灰2に1狼。それをもとに正解に行けるように努力する。
7日目,パン屋オットー,村人,決定確認したよ、シモンに合わせたよ～。あーもう面倒だし明日来ないでーｗお子様真と思いつつ、ジムゾンのこの悩み方というか感情の出し方が上手いなあと思う今日この頃。でもこれで終わるにしてはシモンがあっさりし過ぎてるよなー。
7日目,仕立て屋エルナ,村人,【本決定了解した】アル>>今日は任せっぱなしですまない。なんにも言わずにマトメをしてくれて感謝している。なんか時間がないばっかりいっていて村皆に申し訳ない…
7日目,負傷兵シモン,狩人,すまない。やっと戻れた。どうやら俺吊りで決定しているようだな。明日は必ず来る。もし仮にリズが残っていたら絶対にリズ視点の黒を吊ってくれ。>>1356俺吊りを避けるのは当たり前だろう。リズ視点俺は真狩人。俺視点黒は屋か神だぞ？ジムゾンのこの反論は必死な狼にしか見えないがな。とりあえず俺の遺言として明日はジムゾン吊ってほしい。
